source,index,point_count,span,mean_spacing,mu1,mu2,mu3,mu4_raw,mu4_gt2,q4_per_core,pair_part_per_core,three_index_part_per_core,reconstruction_relative_error,window_start
CUE,45,512,510.92143448856234,0.9998462514453275,1.0,1.3132251023797696,1.918943286875067,3.01938649517477,0.041532588862305764,0.0054119967024110205,1.9778539063124647,0.03612059215989474,0.0,-1
CUE,46,512,511.3519395953548,1.0006887271924751,1.0,1.3487778673860351,2.0679353974845283,3.451640342807057,0.22382902253262107,-0.002573374856025795,2.227811320274436,0.22640239738864687,0.0,-1
CUE,47,512,511.41149662987226,1.0008052771621767,1.0,1.3675317730682393,2.142180155576118,3.684969627952036,0.3277764050173142,0.0019571356726935385,2.357193222934722,0.3258192693446207,0.0,-1
CUE,48,512,510.30590062559764,0.9986416841988212,1.0,1.337471956706395,2.0163435125084304,3.3144987761039477,0.16616123022464097,0.0017139399341232903,2.148337545879307,0.1644472902905177,0.0,-1
CUE,49,512,511.14077731696256,1.0002754937709637,1.0,1.3273924043378171,1.9661569674248125,3.1335136985700505,0.05804150785645665,0.0009050740355633496,2.075472190713594,0.0571364338208933,0.0,-1
CUE,50,512,510.7004930676886,0.9994138807586861,1.0,1.3277082938992146,1.9927936805832083,3.265067415672828,0.18341698179414412,0.003100138750286169,2.0816504338786834,0.18031684304385795,0.0,-1
CUE,51,512,509.81232621158506,0.9976757851498729,1.0,1.3088155208513503,1.9071054748253102,2.990653542242491,0.03861448840178239,-0.00016984313492604541,1.9520390538407084,0.03878433153670843,0.0,-1
CUE,52,512,511.3324407906095,1.0006505690618581,1.0,1.3395538469222608,2.0274748555548463,3.329739338505465,0.17497848861499415,0.002005028077898513,2.154760849890471,0.17297346053709564,0.0,-1
CUE,53,512,511.3516383866799,1.0006881377430135,1.0,1.3273590412034286,1.981058094005244,3.2134647063829984,0.12936957745480493,-0.002454725927059212,2.0840951289281935,0.13182430338186413,0.0,-1
CUE,54,512,510.54009059666373,0.9990999815981678,1.0,1.3402604642015539,2.029852904828372,3.339437031935044,0.1706224773652099,0.0057725316481531674,2.1688145545698343,0.16484994571705675,0.0,-1
CUE,55,512,511.16897051184566,1.0003306663636902,1.0,1.3575673782827535,2.076620741866972,3.4343057159744745,0.1582521941503573,-0.007162313471119189,2.276053521824117,0.16541450762147647,0.0,-1
CUE,56,512,511.793996882736,1.001553809946646,1.0,1.2980776848623077,1.8905979034826372,2.977579001478416,0.09775839482593943,0.00394758644908752,1.879820606652476,0.0938108083768519,0.0,-1
CUE,57,512,510.1157289168496,0.9982695282130128,1.0,1.2933494986650853,1.8500703159526122,2.834492742589908,-0.008685975532530199,0.012688670135557328,1.843178718122438,-0.021374645668087527,0.0,-1
CUE,58,512,511.18851875189245,1.00036892123658,1.0,1.3276827544004193,1.994726937667024,3.2673605727544377,0.1755151450151043,0.001009168547753042,2.0918454277393335,0.17450597646735125,0.0,-1
CUE,59,512,510.25977037165967,0.9985514097292753,1.0,1.321122483904063,1.9646615656189774,3.1693605305702794,0.11879325861736753,0.0014634303852361155,2.0505672719529113,0.11732982823213142,0.0,-1
CUE,60,512,511.2284128676026,1.0004469919131165,1.0,1.3338811380128885,2.002181691699416,3.2609386151169173,0.12379612378434801,0.0056849292208667745,2.137142491332569,0.11811119456348124,0.0,-1
CUE,61,512,511.3004030973402,1.0005878729889242,1.0,1.3313381136723594,1.9900842192163632,3.217172674302195,0.11614702643327075,-0.005752434983180135,2.101025647868924,0.12189946141645089,0.0,-1
CUE,62,512,509.7879780528542,0.9976281370897343,1.0,1.301218580074774,1.8974745194140896,3.0023434402714613,0.09165037096654552,0.0033666775752092606,1.9106930693049153,0.08828369339133627,0.0,-1
CUE,63,512,511.59665601155484,1.001167624288757,1.0,1.371299994282814,2.111502928087741,3.487103260743391,0.12793835449236518,-0.006560124583681645,2.3591649062510265,0.1344984790760468,0.0,-1
Poisson,0,512,508.4957419499178,0.9950992993149076,1.0,1.973285333774464,4.748539388904647,13.153654250269689,5.645315949873514,0.6096557922190902,6.508338300396175,5.035660157654424,0.0,-1
Poisson,1,512,508.51133225170383,0.9951298087117492,1.0,1.9944816778312737,5.092408964522523,16.041385969390163,8.41241146200713,1.7882362664271816,6.628974507383032,6.624175195579948,0.0,-1
Poisson,2,512,510.803853556705,0.9996161517743738,1.0,1.8051600838274446,4.093331218140919,10.915147265619051,4.5647461215379375,0.45270508545830457,5.350401144081112,4.112041036079633,0.0,-1
Poisson,3,512,507.338268685089,0.9928341852937163,1.0,1.8278645976805061,4.0403317689244815,10.049827911897836,3.543234108146219,0.2001414503315232,5.506593803751617,3.343092657814696,0.0,-1
Poisson,4,512,510.39738510212527,0.9988207144855681,1.0,1.9920386555851317,4.967833574106552,14.36146533507103,6.737997405019067,0.7867049931053282,6.623467930051961,5.951292411913739,1.2368910817633254e-16,-1
Poisson,5,512,509.87787729786237,0.9978040651621572,1.0,1.9475992232966859,4.566322786980671,12.23490499794362,4.889726894733396,0.4638518738139328,6.345178103210226,4.425875020919463,1.4518762832231317e-16,-1
Poisson,6,512,510.336203073883,0.9987009844890078,1.0,1.9125186378470034,4.548947256305562,12.535820435669809,5.448040737520428,0.5460062424290844,6.087779698149381,4.9020344950913435,0.0,-1
Poisson,7,512,510.93343089583306,0.9998697277804952,1.0,1.8901000574218598,4.606877580100061,13.871240291102506,6.93759151418964,1.3888338031775334,5.933648776912868,5.548757711012106,0.0,-1
Poisson,8,512,510.985669485242,0.9999719559398083,1.0,1.9289021447598094,4.580477418149838,12.40449948080698,5.202719251910154,0.4657602229991935,6.201780228896824,4.73695902891096,0.0,-1
Poisson,9,512,511.8536664263372,1.0016705800906796,1.0,2.0725051760222,5.461111949482456,16.909999125498565,8.765147632952885,1.3401035361993312,7.14485149254568,7.425044096753554,0.0,-1
Poisson,10,512,511.83172149420716,1.001627635018018,1.0,1.8646883826422977,4.217582499438855,10.753650312182392,4.003510268100927,0.16825642290658305,5.750140044081467,3.8352538451943436,0.0,-1
Poisson,11,512,509.6530529044797,0.9973640957034827,1.0,2.0901075111507375,5.4898978254149196,16.641021255202297,8.330850329842896,1.0982505343396005,7.310170925359402,7.232599795503296,0.0,-1
